"4","2068629169","Sun Jun 07 14:24:57 PDT 2009","NO_QUERY","Bheln","I go to my confirmation "
"4","2068629177","Sun Jun 07 14:24:57 PDT 2009","NO_QUERY","Abbygirl82","@Gregkoolwhip no im ok  thank you though"
"4","2068629278","Sun Jun 07 14:24:57 PDT 2009","NO_QUERY","sugarwilla","Send Me on My Way by Rusted Root http://tinysong.com/1afq @vojha "
"4","2068629320","Sun Jun 07 14:24:58 PDT 2009","NO_QUERY","benzndevon","@LadyTweetALot Yep....quite good fun ain't it  Have to see what the others think of it."
"4","2068629370","Sun Jun 07 14:24:58 PDT 2009","NO_QUERY","AndreaGabrielle","LOL LOL if you're looking for good laugh, check out the homie @astronautKI facebook page "
"4","2068629372","Sun Jun 07 14:24:58 PDT 2009","NO_QUERY","BrittN1022","@PeterAlaimo is the best boyfriend &lt;3 "
"4","2068629380","Sun Jun 07 14:24:58 PDT 2009","NO_QUERY","twilighter53","@HotDogJake a lot of my friends love that song. lol. "
"4","2068629404","Sun Jun 07 14:24:58 PDT 2009","NO_QUERY","LauraBouvierx","It is yours! But anyway, you will realise how much I can like her in...37 days "
"4","2068629477","Sun Jun 07 14:24:59 PDT 2009","NO_QUERY","DavidStella","@chrisbosh Magic win by 15. That's my prediction.   #BeatLA"
"4","2068629548","Sun Jun 07 14:24:59 PDT 2009","NO_QUERY","annlovestexas","@kchasesimmons http://twitpic.com/6t9lv - why is it when i saw this picture i got a blair witch feelin!! lol kisses!! "
"4","2068629618","Sun Jun 07 14:25:00 PDT 2009","NO_QUERY","sevik","@philwheat odds on by the end of the week "
"4","2068629630","Sun Jun 07 14:25:00 PDT 2009","NO_QUERY","Samwiera","I'm done with notes for WOs(XD) and now I'm going to watch Charlie Bartlett "
"4","2068629698","Sun Jun 07 14:25:00 PDT 2009","NO_QUERY","Xx_Chica_xX","It's late and tomorrow is school, so I have to go to my bed now!  good night, sweet dreams and sleep well my cute honeys &lt;333 *kisses*"
"4","2068629847","Sun Jun 07 14:25:01 PDT 2009","NO_QUERY","Lazy_ninja","Texas Holden tournament tonight at Worlds Apart. Who all is coming? "
